Alpha,Accuracy,Precision,Recall,F1 Score
0.9,0.8269523111979167,0.4920273896936046,0.729376643577349,0.45480997514013644
0.91,0.8255636935763888,0.49446841470986164,0.7112723853298725,0.44747952216323633
0.92,0.8232134331597223,0.49720934894188207,0.6917321467928518,0.43871215988767953
0.93,0.8197614203559027,0.5005214875138244,0.6698340339060542,0.4283037625565617
0.9400000000000001,0.8139306640625,0.5038807252382642,0.6443918205956153,0.4149268727754681
0.9500000000000001,0.8050410970052083,0.5081134266980452,0.6128401489107063,0.397064196959794
0.9600000000000001,0.7912589518229166,0.5142233326568895,0.5723500532240267,0.37233385164265315
0.9700000000000001,0.7688991970486111,0.5247202791982578,0.5199105528712902,0.33550256530237055
0.9800000000000001,0.7305327690972223,0.5401179725825161,0.4462994169345639,0.274539477321155
0.9900000000000001,0.658106960720486,0.6026466120348657,0.3393190816436435,0.15631981708159998
