Alpha,Accuracy,Precision,Recall,F1 Score
0.4,0.67839111328125,0.5175234308889641,0.9016656687936533,0.5573746036852881
0.42000000000000004,0.6912719726562502,0.5226138678134207,0.8960651890650123,0.5609171651224186
0.44000000000000006,0.7147911241319446,0.5365977410012828,0.8907017036101191,0.5697705586380145
0.4600000000000001,0.7442771402994792,0.5653806030080473,0.8788031739143766,0.5833540649819257
0.4800000000000001,0.7591996934678822,0.5923971215188649,0.8636763140646001,0.5971144266882358
0.5000000000000001,0.7736079237196181,0.6071780025373271,0.8536511637054542,0.6038066942843497
0.5200000000000001,0.7829839409722226,0.6203532227469739,0.8457142324838006,0.608628341315554
0.5400000000000001,0.7892562527126735,0.6286368580862413,0.8377045401532048,0.6097768539667513
0.5600000000000002,0.7938018798828125,0.6352095807653927,0.8297295924361962,0.6093849973692285
0.5800000000000002,0.7968547227647568,0.6500473380962066,0.8212488345629555,0.6176448868596597
0.6000000000000002,0.7989819335937502,0.6536738810065394,0.8127294941791169,0.6148952772786506
0.6200000000000002,0.800684543185764,0.6667760805032183,0.8027799528461018,0.6114818191398526
0.6400000000000002,0.8019169108072917,0.6694994112026632,0.7927684565468858,0.6073136554334307
0.6600000000000003,0.8027343750000001,0.6919168040908588,0.7813651988835065,0.6122636604925055
0.6800000000000003,0.8030428059895837,0.693917061417813,0.7698489625937535,0.6063193147859032
