Alpha,Accuracy,Precision,Recall,F1 Score
0.15,0.4984365505642362,0.4984365505642362,1.0,0.6565978323907221
0.16,0.49843675401475707,0.49843666591122876,1.0,0.6565979263473085
0.17,0.4991054958767362,0.498792786290778,1.0,0.6568951734339684
0.18000000000000002,0.5020915391710072,0.5004200731918511,0.999995628131581,0.6582608187009105
0.19000000000000003,0.5131538899739584,0.5072414686574818,0.9999507980282202,0.6638960580768126
0.20000000000000004,0.526203070746528,0.516915760734901,0.9996892816717121,0.6711290464801724
0.21000000000000005,0.5483625623914932,0.5319509747939176,0.9989149985549917,0.6830566581745763
0.22000000000000006,0.5750741916232639,0.5528725341500111,0.9971696527852467,0.6987290397696743
0.23000000000000007,0.6165138753255208,0.5852624145268364,0.9943538930971785,0.7228278390435803
0.24000000000000007,0.653055962456597,0.6188714721991498,0.9892496168903332,0.7448419879380969
0.2500000000000001,0.6925800916883681,0.6549341454591702,0.9805132277871631,0.7669768088100924
0.2600000000000001,0.723450453016493,0.6878053458828322,0.9691587049220258,0.7846249636325886
0.27000000000000013,0.7487495930989583,0.7169451529052432,0.956653337467846,0.7982854140242667
0.28000000000000014,0.7747778320312494,0.746315783799392,0.9433730438666283,0.8117244183190893
0.29000000000000015,0.8001357693142359,0.7775027698827813,0.9292307152480681,0.8252892600093249
0.30000000000000016,0.8230026584201389,0.8089522445329901,0.9138099897844575,0.8372412806105085
0.31000000000000016,0.8417424858940974,0.8397583588609598,0.8969741600536852,0.8468010273061536
0.3200000000000002,0.8549339463975687,0.8666158267356759,0.8787595365138584,0.8522400934477862
0.3300000000000002,0.8636655680338545,0.8911080333553805,0.8578737558659228,0.8538100696289752
0.3400000000000002,0.8670697021484379,0.9124777624623439,0.8338078495146577,0.8506269202558304
