Alpha,Accuracy,Precision,Recall,F1 Score
0.0,0.22222866482204862,0.22222866482204862,1.0,0.24097412893216927
0.05,0.6455027262369792,0.5856686488595875,0.988483992570352,0.609234614588071
0.1,0.7938829210069445,0.6186368157481469,0.9998989555808644,0.6402341554593448
0.15000000000000002,0.5318691677517361,0.3368047762743033,0.9237883550891048,0.36271181898429994
0.2,0.7651024712456597,0.5836743984528503,0.9474689134814426,0.5864701942073138
0.25,0.7935268825954861,0.5683985232023073,0.8959885633418914,0.5414296190175059
0.30000000000000004,0.7931738959418404,0.6715225821136878,0.8755865490229293,0.6612449018187169
0.35000000000000003,0.7475134955512153,0.3774856875982419,0.8667025430101288,0.3826010641303022
0.4,0.7971778021918402,0.47848874046510464,0.8351529648990305,0.5033071412028008
0.45,0.8798122829861112,0.7268119744177612,0.9014713741084698,0.7395797967949249
0.5,0.823451402452257,0.5808756507126237,0.888245803873606,0.5789772746014649
0.55,0.8650800916883681,0.6973900408201825,0.9423848590834278,0.68956450721404
0.6000000000000001,0.8218126085069445,0.5559067153950413,0.8791359442654532,0.5680370488074524
0.65,0.9157931857638889,0.5607248056106853,0.8310378685130555,0.5164572109084139
0.7000000000000001,0.9000854492187502,0.7678844375957282,0.8119975446004919,0.7262908784786676
0.75,0.8864603678385417,0.6483862099171664,0.8122439577453167,0.5895652621724516
0.8,0.9008527967664929,0.6035693174329586,0.7804967217453005,0.5491358338729444
0.8500000000000001,0.8962378607855903,0.512825117823464,0.6867363325701634,0.373300751307613
0.9,0.8414777967664933,0.5588668452315563,0.594638481173587,0.34521181140099927
0.9500000000000001,0.7017364501953125,0.6961876311761037,0.6006359983387572,0.369969496801433
